user_name,personality ,I-E,S-N,T-F,J-P,captions,nb_emojis
shivashenoy,isfp,1,1,0,0," |||2500 years ago, the Buddha attained enlightenment at this very spot. Sunrise is a great time to be here with hundreds of monks from various countries including Bhutan, tibet, taiwan, china, japan, thailand, etc start their morning meditation and other rituals. Phones are not allowed here, so it was very quiet and serene. Amazing experience.#travel #traveling #vacation #visiting #instatravel #instago #instagood #trip #holiday #photooftheday #fun #travelling #tourism #tourist #instapassport #instatraveling #mytravelgram #travelgram #travelingram #igtravel #bihartourism #incredibleindia #streetphotography #buddhismtravel #sonya6000 |||Metta Buddharam Temple. Metta is  a Pali word means benevolence, loving-kindness, friendliness, amity, good will, and active interest in others.#travel #traveling #vacation #visiting #instatravel #instago #instagood #trip #holiday #photooftheday #fun #travelling #tourism #tourist #instapassport #instatraveling #mytravelgram #travelgram #travelingram #igtravel #bihartourism #incredibleindia #streetphotography #buddhismtravel #thaiwat #shotoniphone #iphonography |||Birdie num num |||Reflections. The bare trees around the lake make for some nice abstract reflections. @whiterockdallas  #birds #birdsofinstagram #nature #natureza #natureshots #naturephotography #wildlife #wildlifephotography #wild #wildlifeplanet #wildlife_perfection #nikon #nikonusa #nikontop #nikonnofilter #nikonphotography #nikonphotographer #photography #photographie #fotografia #photographer #photographers #photographerlife #photographyislife #photographylover #photooftheday #picoftheday #pictureoftheday |||Duck sunset. @whiterockdallas  #birds #birdsofinstagram #nature #natureza #natureshots #naturephotography #wildlife #wildlifephotography #wild #wildlifeplanet #wildlife_perfection #nikon #nikonusa #nikontop #nikonnofilter #nikonphotography #nikonphotographer #photography #photographie #fotografia #photographer #photographers #photographerlife #photographyislife #photographylover #photooftheday #picoftheday #pictureoftheday |||Bluebirds in the fog near home. #birds #birdsofinstagram #nature #natureza #natureshots #naturephotography #wildlife #wildlifephotography #wild #wildlifeplanet #wildlife_perfection #nikon #nikonusa #nikontop #nikonnofilter #nikonphotography #nikonphotographer #photography #photographie #fotografia #photographer #photographers #photographerlife #photographyislife #photographylover #photooftheday #picoftheday #pictureoftheday |||Shy. Red-shouldered hawk in my backyard. #birds #birdsofinstagram #nature #natureza #natureshots #naturephotography #wildlife #wildlifephotography #wild #wildlifeplanet #wildlife_perfection #nikon #nikonusa #nikontop #nikonnofilter #nikonphotography #nikonphotographer #photography #photographie #fotografia #photographer #photographers #photographerlife #photographyislife #photographylover #photooftheday #picoftheday #pictureoftheday |||The conversation. @whiterockdallas  #birds #birdsofinstagram #nature #natureza #natureshots #naturephotography #wildlife #wildlifephotography #wild #wildlifeplanet #wildlife_perfection #nikon #nikonusa #nikontop #nikonnofilter #nikonphotography #nikonphotographer #photography #photographie #fotografia #photographer #photographers #photographerlife #photographyislife #photographylover #photooftheday #picoftheday #pictureoftheday |||The Splash @whiterockdallas  #birds #birdsofinstagram #nature #natureza #natureshots #naturephotography #wildlife #wildlifephotography #wild #wildlifeplanet #wildlife_perfection #nikon #nikonusa #nikontop #nikonnofilter #nikonphotography #nikonphotographer #photography #photographie #fotografia #photographer #photographers #photographerlife #photographyislife #photographylover #photooftheday #picoftheday #pictureoftheday |||The march of the chinese geese. @whiterockdallas  #birds #birdsofinstagram #nature #natureza #natureshots #naturephotography #wildlife #wildlifephotography #wild #wildlifeplanet #wildlife_perfection #nikon #nikonusa #nikontop #nikonnofilter #nikonphotography #nikonphotographer #photography #photographie #fotografia #photographer #photographers #photographerlife #photographyislife #photographylover #photooftheday #picoftheday #pictureoftheday |||Chinese goose and American coot.  #birds #birdsofinstagram #nature #natureza #natureshots #naturephotography #wildlife #wildlifephotography #wild #wildlifeplanet #wildlife_perfection #nikon #nikonusa #nikontop #nikonnofilter #nikonphotography #nikonphotographer #photography #photographie #fotografia #photographer #photographers #photographerlife #photographyislife #photographylover #photooftheday #picoftheday #pictureoftheday |||Shy mallards @whiterockdallas  #birds #birdsofinstagram #nature #natureza #natureshots #naturephotography #wildlife #wildlifephotography #wild #wildlifeplanet #wildlife_perfection #nikon #nikonusa #nikontop #nikonnofilter #nikonphotography #nikonphotographer #photography #photographie #fotografia #photographer #photographers #photographerlife #photographyislife #photographylover #photooftheday #picoftheday #pictureoftheday |||Pelicans getting ready for the night at @whiterockdallas  #birds #birdsofinstagram #nature #natureza #natureshots #naturephotography #wildlife #wildlifephotography #wild #wildlifeplanet #wildlife_perfection #nikon #nikonusa #nikontop #nikonnofilter #nikonphotography #nikonphotographer #photography #photographie #fotografia #photographer #photographers #photographerlife #photographyislife #photographylover #photooftheday #picoftheday #pictureoftheday |||Goodbye 2019! #nikonz6 #winter #texas #dallas #travel #traveling #vacation #visiting #instatravel #instago #instagood #trip #holiday #photooftheday #fun #travelling #tourism #tourist #instapassport #instatraveling #mytravelgram #travelgram #travelingram #igtravel #streetphotography #visitdfw |||Christmas in San Antonio. #nikonz6 #winter #texas #sanantonio #travel #traveling #vacation #visiting #instatravel #instago #instagood #trip #holiday #photooftheday #fun #travelling #tourism #tourist #instapassport #instatraveling #mytravelgram #travelgram #travelingram #igtravel #streetphotography |||The load bearer. #travel #traveling #vacation #visiting #instatravel #instago #instagood #trip #holiday #photooftheday #fun #travelling #tourism #tourist #instapassport #instatraveling #mytravelgram #travelgram #travelingram #igtravel #jaipur #rajasthan #incredibleindia #streetphotography #portraitphotography |||The stoneworker. #travel #traveling #vacation #visiting #instatravel #instago #instagood #trip #holiday #photooftheday #fun #travelling #tourism #tourist #instapassport #instatraveling #mytravelgram #travelgram #travelingram #igtravel #jaipur #rajasthan #incredibleindia #streetphotography #portraitphotography |||Shy.  #travel #traveling #vacation #visiting #instatravel #instago #instagood #trip #holiday #photooftheday #fun #travelling #tourism #tourist #instapassport #instatraveling #mytravelgram #travelgram #travelingram #igtravel #jaipur #rajasthan #incredibleindia #streetphotography #portraitphotography |||The snake charmer. Another sighting near the Jaipur Palace. I was mesmerized by his bloodshot eyes. #travel #traveling #vacation #visiting #instatravel #instago #instagood #trip #holiday #photooftheday #fun #travelling #tourism #tourist #instapassport #instatraveling #mytravelgram #travelgram #travelingram #igtravel #jaipur #rajasthan #incredibleindia #streetphotography #portraitphotography |||The Puppeteer. These street artists in Jaipur put some some amazing shows.#travel #traveling #vacation #visiting #instatravel #instago #instagood #trip #holiday #photooftheday #fun #travelling #tourism #tourist #instapassport #instatraveling #mytravelgram #travelgram #travelingram #igtravel #jaipur #rajasthan #incredibleindia #streetphotography #portraitphotography |||Waiting. Was going through some of my older pics and came across this random capture while walking near the Jantar Mantar in Jaipur. I love the colors of Rajasthan. #travel #traveling #vacation #visiting #instatravel #instago #instagood #trip #holiday #photooftheday #fun #travelling #tourism #tourist #instapassport #instatraveling #mytravelgram #travelgram #travelingram #igtravel #jaipur #rajasthan #incredibleindia #streetphotography #portraitphotography |||A different perspective |||Jaipur toys #throwback. #travel #traveling #vacation #visiting #instatravel #instago #instagood #trip #holiday #photooftheday #fun #travelling #tourism #tourist #instapassport #instatraveling #mytravelgram #travelgram #travelingram #igtravel #nikon #nikond40 #incredibleindia #jaipur #jaipurdiaries #rajasthan |||The colors of Chinatown in San Francisco |||Golden gate fog. #travel #traveling #vacation #visiting #instatravel #instago #instagood #trip #holiday #photooftheday #fun #travelling #tourism #tourist #instapassport #instatraveling #mytravelgram #travelgram #travelingram #igtravel #throwback #sanfrancisco #goldengatebridge #fog #landscapephotography |||Another day , more lights! #visitdfw #vitruvian #goldenhour #nikonz6 #winter #dallas #texas #addisontx #addisontexas #vitruvianlights #vitruvianpark |||Vitruvian Park lights! #visitdfw #vitruvian #goldenhour #nikonz6 #winter #dallas #texas #addisontx #addisontexas #vitruvianlights #vitruvianpark |||MISSING. #happythanksgivng2019 #americanturkey #fossilrimwildlifecenter #naturephotography #birds #birdsofinstagram #nature #natureza #natureshots #naturephotography #wildlife #wildlifephotography #wild #wildlifeplanet #wildlife_perfection #fotografia #photooftheday |||Last of the fall colors adorning this beautiful Texas home. #hearnehouse #palestinetx #landscapephotography . #travel #traveling #vacation #visiting #instatravel #instago #instagood #trip #holiday #photooftheday #fun #travelling #tourism #tourist #instapassport #instatraveling #mytravelgram #travelgram #travelingram #igtravel |||A spot of color. #daveydogwoodpark. #travel #traveling #vacation #visiting #instatravel #instago #instagood #trip #holiday #photooftheday #fun #travelling #tourism #tourist #instapassport #instatraveling #mytravelgram #travelgram #travelingram #igtravel #palestinetx",0
,,,,,,,
shtyler,enfp,0,0,0,0," |||#srdcovka #slvmtcrew #civetta #gnusnowboards #sunsetlovers ❤️ |||1 Chernobyl powerplant 4.th reactor.Last year the 4.th reactor was covered with a new protective layer called the arch. The arch was moved over the reactor on wheels and it’s the biggest object of it’s kind in the world. The 4.th reactor exploded on 26th of April 1986 whilst leaking an uprecedented amount of radiation in the atmosphere. On the beside monument, you can see the reactor covered by the original protective layer called the sarcophagi. Embracing hands symbolize hard work and sacrifice which was put in the mission of liquidation of the tragic aftermath.2 Port cafe of Pripyat (Припять).The city of Pripyat was once the most progressive, young and fast-growing cities in the Soviet Union. This port café served as the place of hanging out and also in/out point for the people coming to the city by the boats from surrounding suburbs of the growing Pripyat. People who lived their relatively prosperous lives here had to leave their homes forever within a few hours. Can you imagine to do so yourself?3 Hospital number 6.The hospital which hospitalized the firemen from the first round of Chernobyl firefighting. All 17 firemen were transferred to the special clinic in Moscow and died within one month. In the movie, the relatives of these brave were gathered by the gate with no permission to access the building. Irina Ignatenko, the real story character, managed to sneak in but was not on time to see her husband here. She went to Moscow.4 Hotel Polissya (Полiccя).After the accident immediate action had to be taken. Valery Legasov (nuclear physicist) and Boris Scherbina (state representative) were leading and observing the quelling operations of the exploded core from the roof of the hotel Polissya which was distanced a few km from the reactor. For both, this mission was deadly in the end. |||Happy happy #2020 #empirestateofmind prani: #dontfuckitup |||Living my best life.. occasionally |||Deep thoughts and high expectations.. Brought me to the coolest attraction in #madrid #themepark |||Your favorite song in my favorite club. Or opposite. #calvinharris = #calvinclown is a bit bored, but who cares.. it's #vegasbaby |||Par pratel staci mit..❤ |||Thank you nature, I owe you again #yosemite#deathvalley |||I guess this is an obligatory member of every IG collection. Even if it's not actually red or the longest over there, it's a trully breathtaking bridge experience. Cross it by the sunset (what else), you'll see by yourself #sunsetlovers |||Will never get tired of those😋 This is by far one of the most beautiful beaches I've seen. |||Mezi snoop doggem na hvezde a šnup dogem  na zemi |||Ocean coast is a #sunsetlovers paradise.. daah.. I found my peace in the waves here. Find yours. |||Cause this is thriller.. #krkonose |||Few days ago it was 20years since I moved to Europe. Although I moved away from this beautiful see and sunrises, my life gained a totally different perspective and possibilities.. The possibility to enjoy this see and every other in the world without extra effort or with a mere ignition of a wish. Grateful ❤️ #blacksee #myhomesee #dawnlovers #sunsetlovers |||Nice stage je zaklad🔥 Audiovisual made to blow your mind🤪 respect and much ❤️ for #beats4love |||Have you been to Miami?Consider to come.. Get a cabrio, get ur shades on, get pinkDo the race, do the ocean drive, do party hardBe a douchebag, be fresh, be loudConsider to cum.. It’s a #vicecity after all and you will love it#luxury #palms and #fakeboobs |||In their kingdom.. #dosafaris #dontdozoos #pstrosmanasalamu |||Good morning iconic Toronto #cntower |||Perfect place to land!🏔☀️ #topgun |||Occasional #sensationwhite |||Stay fresh, live for the moment and take regular shit #zrcebeach #summer |||#sunsetlovers #zrce2018 |||Historicky moment, prvni na trajekt🙂⛴🍾🎉 Hezky leto vsem!☀️ #zrce2018 |||#malaysia you made me fly! #borneo  thanks for the most enlightening and enriching asia trip so far! Will be back.. |||Cow/coconut milk available on our beach #eden |||The only way to stop elephant riding camps from existence and torture animals to death is not using them.Apeluju na turisty, aby si odpustili jizdu na slonovi kvuli par foteckam. Ty sloni dost trpi pri vycviku na tyto zabavy i po tom.. |||🤟🏼#hcbuddha vita v raji |||Evening #parring 💆🏻‍♂️ |||#onyx 😠 my first cassette in 10yrs old, stil fuckin alive #shutthemdown |||Oops i did it again #zrce #noa #summer #timeofyear",20
,,,,,,,
shutterlust,esfp,0,1,0,0,|||... on the run |||... vive la résistance |||... may the force be with us |||... upwards and onward for 2020! |||... the spice must flow |||... hot hot heat 🔥🔥🔥 |||... end of the line. #hhn29 #hhn2019 |||... this is halloween |||... grim grinning ghosts come out to socialize |||... showtime |||... street sensation |||... don’t cross the streams |||... stop ‘n go |||... grub hub |||... rock your body |||... smoke show |||... sichuan hot pot |||... red leader standing by |||... hello darkness my old friend |||... dj r3x in effect |||... this is the droid I’m looking for |||... droid depot |||... kooobbbee!!! |||... hungry like a wolf#e60m5 #v10 |||... impossibly delish,3
,,,,,,,
sicolas_nervain,esfp,0,1,0,0,|||La la land ! |||Saison 2017 #fujix100f |||Quand le SVR russe se balade à Nantes ! #streetphotography #igersnantes |||#ciel |||Whirlpool / ISS international |||Sans nuage |||L'aube en voiture |||La piscine |||Ciel et cheminée |||L'instant pratique !,0
,,,,,,,
sighted,isfp,1,1,0,0," |||And most of them have planets of their own. |||Timpanogos |||8000 feet above sea level, 165 million miles to Mars.Daniels Summit, Utah, 5 am this morning. |||Jordanelle Reservoir. |||Ten years ago today. Oquirrh Mountains. |||Horseshoe Knoll, Skull Valley this morning. The sky was gorgeous and the owls were singing its praises.This reminds me of a couple of things: if you’re interested in the stories behind photos like this, the link in my bio goes into more detail than you probably want—but I think there are some interesting stories there. The other is that I’m kicking around the idea of a stargazing/astrophotography party sometime this summer. Maybe dinner around a fire, then photography and sky watching, cameras, telescopes and binoculars encouraged but not necessary. Something like that. Let me know if that interests you. |||From my new favorite account, @subparparks. Made from real one-star reviews of national parks. |||Jupiter and the galactic core.Daniels Summit, Utah. June 2019. |||Ghost station.Rhyolite, Nevada |||Made this tonight. It rains coconut. Idea actually came from my 6-year-old nephew. Thanks for having us, @acdunford and @megs2929! |||New pin in the map!Beatty, Nevada. |||Ghost town caretaker. That’s his actual job description. Rhyolite, Nevada. |||All stargazers are dreamers and all dreamers are stargazers.Zabriskie Point, Death Valley National Park, California |||He knows some things, but he’s not telling. |||The Last Supper by Albert SzukalskiRhyolite, Nevada |||Stay strong.Mosaic Canyon, Death Valley |||Mosaic Canyon |||Dry dock.Beatty, Nevada. |||Zabriskie Point, Death Valley |||Sunset at Dante’s View, sunset at Zabriskie Point, moonrise at Mesquite Flat Dunes |||It was a little windy up top, lol. |||James and Matt |||Golden Canyon, Death Valley |||Happy place.Death Valley, California. |||That’ll buff right out? Right?Anyway, how was YOUR day? |||Update |||I think I’ll work at home today.Oh wait, I already do...",0
,,,,,,,
siljeanton,isfj,1,1,0,1," |||🤸🏼‍♂️🍬 #stockholmslipover |||E det ikke vår snart? 🤷🏼‍♀️ |||🐙 #ruthstrikk |||En fluffy og god perledrakt som endelig e passelig 🐙 #ruthstrikk |||Første av pinnene i 2020- stockholm slipover i den diggeste fargen ever !!!! 🦕 #stockholmslipover |||Lille, store nissejenta 🐙🧡 #ruthstrikk |||Jul 🐴 |||Ei andre jul men på mange måta ei første jul 🐙🐶 #ruthstrikk |||#ruthstrikk 🎅🏽🎄 |||Om fire daga snur sola, det blir digg. #dagslys ☀️ |||👧🏼🎄 #ruth |||🐙 #kosepusi |||Noe strikk e altså bare så fint! 🧶 #hylleblomstbluse #ruthstrikk |||Det e liksom strikk og baby det går i 🤷🏼‍♀️🧶🐙 #ruthstrikk #thujabluse |||Asså, babyføtter og blondebuksa 🤤 #ruthstrikk #blondebukser |||Det siste av pinnene 🧶🐙 #ruthstrikk |||Noen skal visst gift sæ. Heldigvis med sin bestevenn 👫 🧡 @frehell 🧡 #kliss |||En av oss blei ett år denne uka 🐙🧡 Hint- det e ho lille søte som også e ganske rampat, morsom, heeelt fantastisk og som vi ikke kan lev uten !!! #ruth |||#kosepusi 🐙 |||Fra i går når Ruth feira pappaen sin 👧🏼🐙 #ruthstrikk |||Kosa oss ☀️🌳 |||Kosa mæ 💁🏼‍♀️🧁 |||Kosa sæ 👧🏼🐚🦀 |||👩‍👧#ruthstrikk |||Vi feira 17 mai i går vi også altså 👧🏼#ruthstrikk |||Bestevennan 🐙🐴 |||Lørdag 🐙#ruthstrikk |||Påske 🐢 |||Det ultimate gjenbruksmøblet 👧🏼#generasjonskurv #gjenbruk #brukterbest |||Babystrikk og silkebånd 👌🏽#ruthstrikk",63
,,,,,,,
